source_dataset,source_row_id,label_3intent
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:120,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1200,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1202,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1205,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1206,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1207,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1209,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1212,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1217,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1220,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1222,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1225,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1234,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1241,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1245,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1247,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1250,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1252,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1253,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1254,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1259,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:127,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1270,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1274,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1278,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1279,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1280,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1283,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1286,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1288,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:129,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1290,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1291,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1293,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1294,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:13,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1300,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1302,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1305,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1307,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1309,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:131,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1310,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1311,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1315,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1318,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1320,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1325,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1326,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1327,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1329,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1333,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1337,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1338,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:134,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1343,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1344,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1345,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1346,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1347,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1354,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1356,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1360,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1361,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1363,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1364,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1365,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1369,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1371,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1376,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1378,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1379,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:138,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1383,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1386,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1388,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1389,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1391,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1393,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1394,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1395,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1402,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1410,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1419,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1425,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1427,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:143,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1433,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1434,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1435,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1436,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1440,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1441,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1443,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1444,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1445,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1447,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1449,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1452,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1455,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1456,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1458,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1461,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1469,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1470,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1475,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1477,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1481,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1482,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1483,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1485,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1490,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1493,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1495,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1501,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1503,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1507,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1508,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:151,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:152,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1522,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1529,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1530,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1531,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1534,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1538,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1545,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1546,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1547,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:155,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1552,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1554,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1555,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1557,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:156,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1560,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1564,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1569,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1570,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1572,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1573,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1579,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1580,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1581,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1584,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1585,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:159,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1590,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1592,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1593,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1594,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1597,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1598,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:160,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1600,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1601,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1602,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1603,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1606,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1608,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:161,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1624,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1625,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1626,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1629,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1630,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1632,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1637,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1643,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1645,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1646,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1647,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1648,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:165,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1652,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1655,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1656,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1658,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1661,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1667,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1669,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1671,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1674,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1679,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1680,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1681,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1683,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1691,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1695,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1696,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1699,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1700,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1704,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1708,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:171,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1710,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1714,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1717,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1722,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1725,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1729,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1731,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1736,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1738,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1740,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1741,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1744,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1748,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1751,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1753,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1755,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1756,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1758,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1760,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1772,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1774,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1775,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1784,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1786,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1789,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1792,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1793,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1798,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1799,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1801,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1802,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1804,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1808,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1809,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1817,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1818,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1823,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1824,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1825,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1827,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1828,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1830,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1832,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1833,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1834,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1837,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1838,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:184,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1841,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1842,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1843,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1844,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1845,NO_INVEST
