source_dataset,source_row_id,label_3intent
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2129,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2141,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2150,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2151,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2163,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2169,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2229,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2236,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2255,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2262,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2263,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2316,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2373,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:24,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:241,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2413,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2430,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2439,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2456,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2463,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2483,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2485,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2503,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:253,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2535,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2557,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2567,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2589,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2591,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:26,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2620,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2627,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2629,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2653,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2662,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2663,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2714,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2719,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2721,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2734,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:276,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2777,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2814,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2836,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2860,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2863,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2895,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2935,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2952,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2973,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2981,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3006,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3028,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3031,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3060,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3117,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3135,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:314,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:315,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3162,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3200,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:321,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:322,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3225,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3237,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3303,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3339,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3343,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3351,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3367,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3383,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3396,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3401,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3461,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3477,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:349,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3507,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3516,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:354,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3546,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3574,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3586,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3619,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3630,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3651,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3657,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:366,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3667,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3671,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3674,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:368,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3713,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3714,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3740,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3775,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:384,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3840,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3853,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3903,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3917,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3919,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:392,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3986,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:3991,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4018,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4042,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4051,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4058,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4061,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4074,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4081,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4091,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4116,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4136,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4146,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4161,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4171,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4173,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4174,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4187,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4190,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4194,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:421,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4222,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4276,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4283,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4289,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4301,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4311,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4315,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4327,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4352,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4379,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4406,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4421,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4446,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:45,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4527,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4564,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4590,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4615,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4617,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4673,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4776,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4787,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4826,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4842,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4849,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4882,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4892,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4894,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:491,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4936,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4945,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4992,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:4998,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5049,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5068,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:509,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5096,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5100,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5101,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5127,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5177,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5185,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5198,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5212,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5238,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5329,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5346,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5350,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5353,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5377,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5389,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5392,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:540,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5433,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5443,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5453,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5462,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5497,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5518,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:553,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5543,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5575,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5577,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5593,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5607,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5695,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5736,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5737,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5768,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5776,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5795,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5920,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5964,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:5999,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6015,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6020,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6025,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6096,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6126,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6167,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6171,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6173,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6212,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6220,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6295,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6297,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6325,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6346,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6379,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6394,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6441,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6448,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6454,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6458,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6500,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6516,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:652,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6527,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6542,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6559,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6578,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6582,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6597,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6630,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6645,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6663,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6685,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6706,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:672,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6721,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6772,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6781,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6812,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6844,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6849,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6896,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6919,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6930,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6938,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6975,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6986,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6987,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6989,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:6993,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7004,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7011,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:704,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7047,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7090,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7124,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7161,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7166,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7192,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7198,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7277,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7325,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7326,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7328,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:734,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7363,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7389,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7400,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7405,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7444,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7468,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7488,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7536,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7549,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7588,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7593,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7602,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7608,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7611,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:762,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:7624,NO_INVEST
