features.to_call_bb,features.effective_stack_bb,features.players_active,features.equity_win,features.equity_win_present,features.call_max_bb,features.call_margin_bb,features.pot_certain_bb,features.pot_probable_bb,features.pot_probable_margin_bb,features.ev_certain_bb,features.ev_probable_bb,features.bet_size_bb
1.0,100.0,6.0,0.169444,0.169444,34.07012651765805,33.07012651765805,168.0,173.0,172.0,27.466592000000002,28.313812000000002,1.0
0.0,100.0,6.0,0.269444,0.269444,4.794665980431343,4.794665980431343,13.0,13.0,13.0,3.502772,3.502772,0.0
2.0,100.0,6.0,0.436111,0.436111,6.960587988061481,4.960587988061481,11.0,21.0,19.0,2.7972210000000004,7.158331,2.0
6.0,100.0,6.0,0.041667,0.041667,6.043528710792596,0.04352871079259568,145.0,175.0,169.0,0.04171499999999995,1.2917250000000005,6.0
1.0,100.0,6.0,0.983333,0.983333,3185.935201295976,3184.935201295976,55.0,60.0,59.0,53.083315,57.99998,1.0
0.0,100.0,6.0,0.023611,0.023611,0.4836392052757661,0.4836392052757661,20.0,20.0,20.0,0.47222,0.47222,0.0
1.0,100.0,6.0,0.1625,0.1625,13.582089552238806,12.582089552238806,71.0,76.0,75.0,10.5375,11.35,1.0
0.0,100.0,6.0,0.429167,0.429167,10.525561766751398,10.525561766751398,14.0,14.0,14.0,6.008338,6.008338,0.0
1.0,100.0,6.0,0.529167,0.529167,177.57545881448416,176.57545881448416,159.0,164.0,163.0,83.13755300000001,85.783388,1.0
2.0,100.0,6.0,0.333333,0.333333,26.99995950002025,24.99995950002025,56.0,66.0,64.0,16.666648,19.999978,2.0
1.0,100.0,6.0,0.022222,0.022222,0.8181734504151248,-0.1818265495848752,37.0,42.0,41.0,-0.177786,-0.06667600000000007,1.0
1.0,100.0,6.0,0.325,0.325,15.407407407407408,14.407407407407408,33.0,38.0,37.0,9.725,11.35,1.0
2.0,100.0,6.0,0.15,0.15,9.529411764705882,7.529411764705882,56.0,66.0,64.0,6.4,7.9,2.0
6.0,100.0,6.0,0.220833,0.220833,3.117641019191008,-2.882358980808992,17.0,47.0,41.0,-2.245839,4.379151,6.0
1.0,100.0,6.0,0.197222,0.197222,40.29060088841498,39.29060088841498,165.0,170.0,169.0,31.541629999999998,32.52774,1.0
3.0,100.0,6.0,0.15,0.15,6.529411764705882,3.5294117647058822,40.0,55.0,52.0,3.0,5.25,3.0
3.0,100.0,6.0,0.833333,0.833333,769.998152003696,766.998152003696,157.0,172.0,169.0,127.833281,140.333276,3.0
0.0,100.0,6.0,0.1875,0.1875,7.384615384615385,7.384615384615385,32.0,32.0,32.0,6.0,6.0,0.0
2.0,100.0,6.0,0.0125,0.0125,0.1772151898734177,-1.8227848101265822,16.0,26.0,24.0,-1.8,-1.675,2.0
1.0,100.0,6.0,0.2,0.2,4.0,3.0,17.0,22.0,21.0,2.4000000000000004,3.4000000000000004,1.0
1.0,100.0,6.0,0.655556,0.655556,66.61303433939915,65.61303433939915,36.0,41.0,40.0,22.600016,25.877796,1.0
0.0,100.0,6.0,0.1875,0.1875,11.76923076923077,11.76923076923077,51.0,51.0,51.0,9.5625,9.5625,0.0
1.0,100.0,6.0,0.304167,0.304167,28.85034483848855,27.85034483848855,67.0,72.0,71.0,19.379189,20.900024000000002,1.0
8.0,100.0,6.0,0.054167,0.054167,1.6608037571114562,-6.339196242888544,37.0,77.0,69.0,-5.995820999999999,-3.829141,8.0
5.0,100.0,6.0,0.070833,0.070833,3.201777506088787,-1.7982224939112128,47.0,72.0,67.0,-1.6708490000000005,0.09997599999999984,5.0
3.0,100.0,6.0,0.104167,0.104167,7.790725503525769,4.790725503525769,70.0,85.0,82.0,4.29169,5.854194999999999,3.0
1.0,100.0,6.0,0.736111,0.736111,345.89453899177295,344.89453899177295,125.0,130.0,129.0,91.013875,94.69443,1.0
0.0,100.0,6.0,0.0375,0.0375,0.8571428571428571,0.8571428571428571,22.0,22.0,22.0,0.825,0.825,0.0
1.0,100.0,6.0,0.352778,0.352778,91.02583966552434,90.02583966552434,168.0,173.0,172.0,58.266704,60.030593999999994,1.0
2.0,100.0,6.0,0.008333,0.008333,0.8403022385538694,-1.1596977614461306,102.0,112.0,110.0,-1.150034,-1.066704,2.0
6.0,100.0,6.0,0.279167,0.279167,31.757278038047648,25.757278038047648,88.0,118.0,112.0,18.566696,26.941705999999996,6.0
8.0,100.0,6.0,0.7125,0.7125,151.17391304347828,143.17391304347828,69.0,109.0,101.0,41.1625,69.66250000000001,8.0
9.0,100.0,6.0,0.491667,0.491667,132.50837344811376,123.50837344811376,146.0,191.0,182.0,62.783382,84.90839700000001,9.0
0.0,100.0,6.0,0.575,0.575,41.94117647058823,41.94117647058823,31.0,31.0,31.0,17.825,17.825,0.0
0.0,100.0,6.0,0.291667,0.291667,2.470592221455163,2.470592221455163,6.0,6.0,6.0,1.750002,1.750002,0.0
0.0,100.0,6.0,0.341667,0.341667,10.379762217601122,10.379762217601122,20.0,20.0,20.0,6.83334,6.83334,0.0
5.0,100.0,6.0,0.5875,0.5875,12.81818181818182,7.81818181818182,14.0,39.0,34.0,3.2249999999999996,17.9125,5.0
2.0,100.0,6.0,0.545833,0.545833,70.90816153529428,68.90816153529428,61.0,71.0,69.0,31.295813000000003,36.754143,2.0
0.0,100.0,6.0,0.104167,0.104167,4.18606146458101,4.18606146458101,36.0,36.0,36.0,3.750012,3.750012,0.0
0.0,100.0,6.0,0.270833,0.270833,7.799986834291732,7.799986834291732,21.0,21.0,21.0,5.687493,5.687493,0.0
1.0,100.0,6.0,0.316667,0.316667,44.95128875672622,43.95128875672622,98.0,103.0,102.0,30.033365999999997,31.616701,1.0
1.0,100.0,6.0,0.379167,0.379167,28.70473863341672,27.70473863341672,48.0,53.0,52.0,17.200015999999998,19.095851,1.0
1.0,100.0,6.0,0.106944,0.106944,6.586283502938226,5.586283502938226,56.0,61.0,60.0,4.9888639999999995,5.523584,1.0
6.0,100.0,6.0,0.058333,0.058333,3.716791604675538,-2.283208395324462,66.0,96.0,90.0,-2.150022,-0.4000319999999995,6.0
1.0,100.0,6.0,0.933333,0.933333,755.9959500202496,754.9959500202496,55.0,60.0,59.0,50.333315,54.99998,1.0
0.0,100.0,6.0,0.570833,0.570833,26.60190555191802,26.60190555191802,20.0,20.0,20.0,11.41666,11.41666,0.0
1.0,100.0,6.0,0.470833,0.470833,148.59035238403,147.59035238403,168.0,173.0,172.0,78.099944,80.454109,1.0
0.0,100.0,6.0,0.4875,0.4875,3.804878048780488,3.804878048780488,4.0,4.0,4.0,1.95,1.95,0.0
5.0,100.0,6.0,0.473611,0.473611,68.37991675357958,63.37991675357958,81.0,106.0,101.0,33.362491,45.202766,5.0
1.0,100.0,6.0,0.908333,0.908333,584.6340231490063,583.6340231490063,60.0,65.0,64.0,53.499979999999994,58.041644999999995,1.0
1.0,100.0,6.0,0.791667,0.791667,53.20010752017203,52.20010752017203,15.0,20.0,19.0,10.875005,14.83334,1.0
5.0,100.0,6.0,0.608333,0.608333,17.08508248078087,12.08508248078087,16.0,41.0,36.0,4.733328,19.941653000000002,5.0
0.0,100.0,6.0,0.101389,0.101389,0.5641428827379144,0.5641428827379144,5.0,5.0,5.0,0.506945,0.506945,0.0
0.0,100.0,6.0,0.170833,0.170833,0.824118663670889,0.824118663670889,4.0,4.0,4.0,0.683332,0.683332,0.0
0.0,100.0,6.0,0.145833,0.145833,11.268262529458523,11.268262529458523,66.0,66.0,66.0,9.624977999999999,9.624977999999999,0.0
0.0,100.0,6.0,0.858333,0.858333,145.41136609090333,145.41136609090333,24.0,24.0,24.0,20.599992,20.599992,0.0
8.0,100.0,6.0,0.066667,0.066667,2.571442346943696,-5.428557653056304,44.0,84.0,76.0,-5.0666519999999995,-2.399972,8.0
1.0,100.0,6.0,0.084722,0.084722,8.608473054088485,7.608473054088485,94.0,99.0,98.0,6.963868000000001,7.387478,1.0
1.0,100.0,6.0,0.183333,0.183333,11.448954102467711,10.448954102467711,52.0,57.0,56.0,8.533316,9.449981,1.0
0.0,100.0,6.0,0.083333,0.083333,2.818169520665629,2.818169520665629,31.0,31.0,31.0,2.583323,2.583323,0.0
1.0,100.0,6.0,0.2625,0.2625,3.203389830508475,2.203389830508475,10.0,15.0,14.0,1.625,2.9375,1.0
1.0,100.0,6.0,0.208333,0.208333,41.57886333521543,40.57886333521543,159.0,164.0,163.0,32.124947,33.166612,1.0
1.0,100.0,6.0,0.379167,0.379167,32.979912472436226,31.979912472436226,55.0,60.0,59.0,19.854184999999998,21.75002,1.0
0.0,100.0,6.0,0.334722,0.334722,10.06262043837313,10.06262043837313,20.0,20.0,20.0,6.69444,6.69444,0.0
3.0,100.0,6.0,0.013889,0.013889,0.5211309882964494,-2.4788690117035506,40.0,55.0,52.0,-2.44444,-2.2361050000000002,3.0
3.0,100.0,6.0,0.654167,0.654167,52.96393345921298,49.96393345921298,31.0,46.0,43.0,17.279177,27.091682000000002,3.0
1.0,100.0,6.0,0.2375,0.2375,23.049180327868854,22.049180327868854,75.0,80.0,79.0,16.8125,18.0,1.0
1.0,100.0,6.0,0.245833,0.245833,3.58562891242921,2.58562891242921,12.0,17.0,16.0,1.949996,3.1791609999999997,1.0
1.0,100.0,6.0,0.231944,0.231944,21.139187767558617,20.139187767558617,71.0,76.0,75.0,15.468024,16.627744,1.0
0.0,100.0,6.0,0.183333,0.183333,7.183657476058173,7.183657476058173,32.0,32.0,32.0,5.866656,5.866656,0.0
3.0,100.0,6.0,0.030556,0.030556,4.980017412042368,1.9800174120423684,161.0,176.0,173.0,1.9195159999999998,2.3778559999999995,3.0
0.0,100.0,6.0,0.033333,0.033333,0.3103416171235803,0.3103416171235803,9.0,9.0,9.0,0.299997,0.299997,0.0
3.0,100.0,6.0,0.491667,0.491667,153.78709035219043,150.78709035219043,162.0,177.0,174.0,76.650054,84.025059,3.0
1.0,100.0,6.0,0.326389,0.326389,4.360826946115785,3.360826946115785,10.0,15.0,14.0,2.26389,3.895835,1.0
1.0,100.0,6.0,0.308333,0.308333,4.012041921907508,3.0120419219075076,10.0,15.0,14.0,2.08333,3.624995,1.0
3.0,100.0,6.0,0.023611,0.023611,1.42673565556351,-1.57326434443649,62.0,77.0,74.0,-1.536118,-1.181953,3.0
0.0,100.0,6.0,0.154167,0.154167,0.9113323788501984,0.9113323788501984,5.0,5.0,5.0,0.7708349999999999,0.7708349999999999,0.0
1.0,100.0,6.0,0.383333,0.383333,19.89186384223576,18.89186384223576,33.0,38.0,37.0,11.649989,13.566654,1.0
0.0,100.0,6.0,0.058333,0.058333,0.9911444279134768,0.9911444279134768,16.0,16.0,16.0,0.933328,0.933328,0.0
5.0,100.0,6.0,0.590278,0.590278,217.54257276885295,212.54257276885295,156.0,181.0,176.0,87.083368,101.840318,5.0
8.0,100.0,6.0,0.691667,0.691667,100.94610372551756,92.94610372551756,53.0,93.0,85.0,28.658351000000003,56.32503100000001,8.0
0.0,100.0,6.0,0.366667,0.366667,26.63161717453536,26.63161717453536,46.0,46.0,46.0,16.866682,16.866682,0.0
8.0,100.0,6.0,0.161111,0.161111,6.913901600807735,-1.0860983991922648,44.0,84.0,76.0,-0.9111159999999998,5.533324,8.0
7.0,100.0,6.0,0.395833,0.395833,27.517203024991435,20.517203024991435,49.0,84.0,77.0,12.395817000000001,26.249972,7.0
5.0,100.0,6.0,0.611111,0.611111,119.42851559185269,114.42851559185269,81.0,106.0,101.0,44.499990999999994,59.777766,5.0
1.0,100.0,6.0,0.186111,0.186111,22.86687742431708,21.86687742431708,101.0,106.0,105.0,17.797211,18.727766,1.0
0.0,100.0,6.0,0.15,0.15,1.7647058823529411,1.7647058823529411,10.0,10.0,10.0,1.5,1.5,0.0
1.0,100.0,6.0,0.5875,0.5875,31.333333333333336,30.333333333333336,23.0,28.0,27.0,12.512500000000001,15.45,1.0
0.0,100.0,6.0,0.301389,0.301389,9.059646927975654,9.059646927975654,21.0,21.0,21.0,6.329169,6.329169,0.0
5.0,100.0,6.0,0.291667,0.291667,49.82360979934579,44.82360979934579,126.0,151.0,146.0,31.750042,39.041717,5.0
2.0,100.0,6.0,0.129167,0.129167,4.153122355262146,2.1531223552621457,30.0,40.0,38.0,1.87501,3.1666800000000004,2.0
1.0,100.0,6.0,0.85,0.85,436.3333333333333,435.3333333333333,78.0,83.0,82.0,65.3,69.55,1.0
1.0,100.0,6.0,0.170833,0.170833,2.8844153228481115,1.8844153228481115,15.0,20.0,19.0,1.5624950000000002,2.4166600000000003,1.0
0.0,100.0,6.0,0.091667,0.091667,3.431206396772989,3.431206396772989,34.0,34.0,34.0,3.116678,3.116678,0.0
0.0,100.0,6.0,0.326389,0.326389,9.690726546923967,9.690726546923967,20.0,20.0,20.0,6.52778,6.52778,0.0
1.0,100.0,6.0,0.983333,0.983333,2064.958000839985,2063.958000839985,36.0,41.0,40.0,34.399988,39.316653,1.0
2.0,100.0,6.0,0.506944,0.506944,28.78868120456905,26.78868120456905,30.0,40.0,38.0,13.208319999999999,18.277759999999997,2.0
6.0,100.0,6.0,0.0375,0.0375,2.7662337662337664,-3.2337662337662336,77.0,107.0,101.0,-3.1125000000000003,-1.9874999999999998,6.0
8.0,100.0,6.0,0.75,0.75,225.0,217.0,83.0,123.0,115.0,54.25,84.25,8.0
5.0,100.0,6.0,0.055556,0.055556,1.0588324982741169,-3.941167501725883,23.0,48.0,43.0,-3.722212,-2.333312,5.0
0.0,100.0,6.0,0.415278,0.415278,22.01664722722935,22.01664722722935,31.0,31.0,31.0,12.873617999999999,12.873617999999999,0.0
4.0,100.0,6.0,0.870833,0.870833,107.87064807574689,103.87064807574689,20.0,40.0,36.0,13.41666,30.83332,4.0
0.0,100.0,6.0,0.016667,0.016667,0.3559394426913365,0.3559394426913365,21.0,21.0,21.0,0.350007,0.350007,0.0
3.0,100.0,6.0,0.911111,0.911111,1414.4980593774258,1411.4980593774258,141.0,156.0,153.0,125.46665100000001,139.133316,3.0
9.0,100.0,6.0,0.0625,0.0625,6.8,-2.2,111.0,156.0,147.0,-2.0625,0.75,9.0
9.0,100.0,6.0,0.158333,0.158333,3.762366826785416,-5.237633173214585,29.0,74.0,65.0,-4.408343,2.7166420000000002,9.0
0.0,100.0,6.0,0.0125,0.0125,0.5063291139240506,0.5063291139240506,40.0,40.0,40.0,0.5,0.5,0.0
9.0,100.0,6.0,0.3375,0.3375,18.849056603773587,9.849056603773587,46.0,91.0,82.0,6.525,21.712500000000002,9.0
1.0,100.0,6.0,0.2,0.2,6.5,5.5,27.0,32.0,31.0,4.4,5.4,1.0
1.0,100.0,6.0,0.8375,0.8375,783.3846153846155,782.3846153846155,153.0,158.0,157.0,127.13750000000002,131.32500000000002,1.0
1.0,100.0,6.0,0.133333,0.133333,5.538445562136323,4.538445562136323,37.0,42.0,41.0,3.9333210000000003,4.599986,1.0
0.0,100.0,6.0,0.0875,0.0875,3.2602739726027394,3.2602739726027394,34.0,34.0,34.0,2.9749999999999996,2.9749999999999996,0.0
3.0,100.0,6.0,0.475,0.475,48.85714285714285,45.85714285714285,57.0,72.0,69.0,24.075,31.199999999999996,3.0
0.0,100.0,6.0,0.225,0.225,1.4516129032258065,1.4516129032258065,5.0,5.0,5.0,1.125,1.125,0.0
7.0,100.0,6.0,0.025,0.025,0.5897435897435899,-6.410256410256411,30.0,65.0,58.0,-6.25,-5.375,7.0
0.0,100.0,6.0,0.2,0.2,1.5000000000000002,1.5000000000000002,6.0,6.0,6.0,1.2000000000000002,1.2000000000000002,0.0
1.0,100.0,6.0,0.25,0.25,51.333333333333336,50.333333333333336,155.0,160.0,159.0,37.75,39.0,1.0
1.0,100.0,6.0,0.023611,0.023611,2.0796485826857944,1.0796485826857944,87.0,92.0,91.0,1.054157,1.172212,1.0
5.0,100.0,6.0,0.7,0.7,62.99999999999999,57.99999999999999,32.0,57.0,52.0,17.4,34.9,5.0
1.0,100.0,6.0,0.593056,0.593056,13.116065109695684,12.116065109695684,10.0,15.0,14.0,4.93056,7.89584,1.0
1.0,100.0,6.0,0.333333,0.333333,4.499993250003375,3.4999932500033752,10.0,15.0,14.0,2.33333,3.999995,1.0
0.0,100.0,6.0,0.4125,0.4125,14.04255319148936,14.04255319148936,20.0,20.0,20.0,8.25,8.25,0.0
3.0,100.0,6.0,0.041667,0.041667,2.043495319476633,-0.9565046805233668,50.0,65.0,62.0,-0.9166499999999997,-0.29164499999999993,3.0
5.0,100.0,6.0,0.015278,0.015278,0.8378120931592876,-4.162187906840712,59.0,84.0,79.0,-4.098598,-3.716648,5.0
0.0,100.0,6.0,0.241667,0.241667,1.5934094916085677,1.5934094916085677,5.0,5.0,5.0,1.208335,1.208335,0.0
6.0,100.0,6.0,0.041667,0.041667,0.4782648620051694,-5.52173513799483,17.0,47.0,41.0,-5.2916609999999995,-4.041651,6.0
3.0,100.0,6.0,0.181944,0.181944,34.25117106897327,31.25117106897327,157.0,172.0,169.0,25.565208,28.294368,3.0
0.0,100.0,6.0,0.129167,0.129167,4.598099750468805,4.598099750468805,31.0,31.0,31.0,4.004177,4.004177,0.0
1.0,100.0,6.0,0.145833,0.145833,1.878043754909754,0.878043754909754,12.0,17.0,16.0,0.7499959999999999,1.479161,1.0
1.0,100.0,6.0,0.6375,0.6375,105.51724137931032,104.51724137931032,61.0,66.0,65.0,37.887499999999996,41.074999999999996,1.0
1.0,100.0,6.0,0.483333,0.483333,59.87088782523367,58.87088782523367,65.0,70.0,69.0,30.416645000000003,32.83331,1.0
5.0,100.0,6.0,0.254167,0.254167,9.201133497713297,4.201133497713297,32.0,57.0,52.0,3.1333439999999992,9.487518999999999,5.0
9.0,100.0,6.0,0.791667,0.791667,60.80012288019661,51.80012288019661,25.0,70.0,61.0,10.791675000000001,46.41669,9.0
0.0,100.0,6.0,0.329167,0.329167,10.304363381050129,10.304363381050129,21.0,21.0,21.0,6.912507,6.912507,0.0
1.0,100.0,6.0,0.629167,0.629167,27.146106198747148,26.146106198747148,17.0,22.0,21.0,9.695839000000001,12.841674000000001,1.0
1.0,100.0,6.0,0.052778,0.052778,2.3959050782182003,1.3959050782182003,44.0,49.0,48.0,1.322232,1.586122,1.0
8.0,100.0,6.0,0.408333,0.408333,37.26755421546242,29.267554215462418,62.0,102.0,94.0,17.316646,33.649966,8.0
3.0,100.0,6.0,0.355556,0.355556,15.44830582641781,12.44830582641781,31.0,46.0,43.0,8.022236,13.355576,3.0
8.0,100.0,6.0,0.066667,0.066667,4.714310969396775,-3.2856890306032254,74.0,114.0,106.0,-3.066642,-0.3999619999999995,8.0
1.0,100.0,6.0,0.454167,0.454167,125.64139031535288,124.64139031535288,152.0,157.0,156.0,68.033384,70.304219,1.0
1.0,100.0,6.0,0.075,0.075,4.864864864864865,3.864864864864865,61.0,66.0,65.0,3.575,3.95,1.0
1.0,100.0,6.0,0.408333,0.408333,15.873217536215476,14.873217536215476,24.0,29.0,28.0,8.799992,10.841657,1.0
0.0,100.0,6.0,0.119444,0.119444,0.8138766870023031,0.8138766870023031,6.0,6.0,6.0,0.716664,0.716664,0.0
1.0,100.0,6.0,0.743056,0.743056,109.8921477053366,108.8921477053366,39.0,44.0,43.0,27.979184000000004,31.694464000000004,1.0
1.0,100.0,6.0,0.2375,0.2375,35.19672131147541,34.19672131147541,114.0,119.0,118.0,26.075,27.2625,1.0
2.0,100.0,6.0,0.8625,0.8625,338.72727272727286,336.72727272727286,56.0,66.0,64.0,46.300000000000004,54.925000000000004,2.0
9.0,100.0,6.0,0.4125,0.4125,51.25531914893617,42.25531914893617,82.0,127.0,118.0,24.824999999999996,43.387499999999996,9.0
1.0,100.0,6.0,0.358333,0.358333,79.2985863383967,78.2985863383967,143.0,148.0,147.0,50.241619,52.033284,1.0
9.0,100.0,6.0,0.068056,0.068056,8.544024104452628,-0.45597589554737183,126.0,171.0,162.0,-0.424944,2.637576000000001,9.0
1.0,100.0,6.0,0.266667,0.266667,3.2727328512422047,2.2727328512422047,10.0,15.0,14.0,1.6666699999999999,3.000005,1.0
3.0,100.0,6.0,0.0375,0.0375,1.4415584415584417,-1.5584415584415583,40.0,55.0,52.0,-1.5,-0.9375,3.0
1.0,100.0,6.0,0.381944,0.381944,42.64036915748735,41.64036915748735,70.0,75.0,74.0,25.73608,27.6458,1.0
2.0,100.0,6.0,0.2,0.2,16.5,14.5,68.0,78.0,76.0,11.600000000000001,13.600000000000001,2.0
2.0,100.0,6.0,0.516667,0.516667,178.51747966722735,176.51747966722735,169.0,179.0,177.0,85.316723,90.48339299999999,2.0
1.0,100.0,6.0,0.4,0.4,25.333333333333336,24.333333333333336,39.0,44.0,43.0,14.600000000000001,16.6,1.0
0.0,100.0,6.0,0.030556,0.030556,0.504305560713151,0.504305560713151,16.0,16.0,16.0,0.488896,0.488896,0.0
0.0,100.0,6.0,0.023611,0.023611,0.2176376423740947,0.2176376423740947,9.0,9.0,9.0,0.212499,0.212499,0.0
2.0,100.0,6.0,0.083333,0.083333,4.999978181826116,2.9999781818261164,57.0,67.0,65.0,2.749981,3.583311,2.0
1.0,100.0,6.0,0.404167,0.404167,29.16787254146715,28.16787254146715,44.0,49.0,48.0,16.783348,18.804183,1.0
0.0,100.0,6.0,0.433333,0.433333,12.235277508660287,12.235277508660287,16.0,16.0,16.0,6.933328,6.933328,0.0
1.0,100.0,6.0,0.216667,0.216667,38.446884019950645,37.446884019950645,140.0,145.0,144.0,29.33338,30.416715,1.0
0.0,100.0,6.0,0.108333,0.108333,2.6728879727521595,2.6728879727521595,22.0,22.0,22.0,2.383326,2.383326,0.0
1.0,100.0,6.0,0.2625,0.2625,61.93220338983051,60.93220338983051,175.0,180.0,179.0,44.9375,46.25,1.0
2.0,100.0,6.0,0.166667,0.166667,23.400056160022466,21.400056160022466,119.0,129.0,127.0,17.833373,19.500043,2.0
3.0,100.0,6.0,0.75,0.75,114.0,111.0,41.0,56.0,53.0,27.75,39.0,3.0
1.0,100.0,6.0,0.191667,0.191667,9.010328664053056,8.010328664053056,39.0,44.0,43.0,6.475013000000001,7.4333480000000005,1.0
3.0,100.0,6.0,0.080556,0.080556,5.2568291271681575,2.2568291271681575,63.0,78.0,75.0,2.0750280000000005,3.2833680000000003,3.0
9.0,100.0,6.0,0.033333,0.033333,3.3447929845541435,-5.655207015445857,106.0,151.0,142.0,-5.466702,-3.966717,9.0
1.0,100.0,6.0,0.136111,0.136111,1.7331173333611147,0.7331173333611147,12.0,17.0,16.0,0.6333320000000002,1.3138870000000002,1.0
9.0,100.0,6.0,0.220833,0.220833,49.31541248538504,40.31541248538504,183.0,228.0,219.0,31.412439,41.349924,9.0
5.0,100.0,6.0,0.0375,0.0375,3.3506493506493507,-1.6493506493506493,91.0,116.0,111.0,-1.5875,-0.6500000000000004,5.0
9.0,100.0,6.0,0.266667,0.266667,56.00009545458884,47.00009545458884,163.0,208.0,199.0,34.466721,46.466736,9.0
9.0,100.0,6.0,0.655556,0.655556,222.6778576488486,213.6778576488486,126.0,171.0,162.0,73.60005600000001,103.100076,9.0
2.0,100.0,6.0,0.229167,0.229167,8.324340032147042,6.324340032147042,30.0,40.0,38.0,4.8750100000000005,7.1666799999999995,2.0
1.0,100.0,6.0,0.141667,0.141667,9.737890771996415,8.737890771996415,60.0,65.0,64.0,7.500019999999999,8.208355,1.0
1.0,100.0,6.0,0.034722,0.034722,1.0431585512152977,0.04315855121529766,30.0,35.0,34.0,0.04166000000000003,0.21527000000000007,1.0
1.0,100.0,6.0,0.266667,0.266667,49.45462975210443,48.45462975210443,137.0,142.0,141.0,35.533379,36.866714,1.0
6.0,100.0,6.0,0.181944,0.181944,3.780973429691855,-2.219026570308145,23.0,53.0,47.0,-1.8152879999999998,3.643032,6.0
6.0,100.0,6.0,0.170833,0.170833,34.40695420825961,28.406954208259613,173.0,203.0,197.0,23.554109000000004,28.679099,6.0
0.0,100.0,6.0,0.063889,0.063889,1.4332370840637487,1.4332370840637487,21.0,21.0,21.0,1.341669,1.341669,0.0
8.0,100.0,6.0,0.045833,0.045833,2.593866692098972,-5.406133307901028,62.0,102.0,94.0,-5.158354,-3.3250340000000005,8.0
6.0,100.0,6.0,0.533333,0.533333,33.14281275513374,27.14281275513374,35.0,65.0,59.0,12.666654999999999,28.666644999999995,6.0
