features.to_call_bb,features.effective_stack_bb,features.players_active,features.equity_win,features.equity_win_present,features.call_max_bb,features.call_margin_bb,features.pot_certain_bb,features.pot_probable_bb,features.pot_probable_margin_bb,features.ev_certain_bb,features.ev_probable_bb,features.bet_size_bb
0.0,100.0,6.0,0.208333,0.208333,1.3157868144055518,1.3157868144055518,5.0,5.0,5.0,1.041665,1.041665,0.0
1.0,100.0,6.0,0.052778,0.052778,2.284467632719679,1.2844676327196791,42.0,47.0,46.0,1.216676,1.480566,1.0
0.0,100.0,6.0,0.120833,0.120833,0.824641962221057,0.824641962221057,6.0,6.0,6.0,0.724998,0.724998,0.0
0.0,100.0,6.0,0.001389,0.001389,0.0083455920273259,0.0083455920273259,6.0,6.0,6.0,0.008334000000000001,0.008334000000000001,0.0
1.0,100.0,6.0,0.201389,0.201389,3.782611308885053,2.782611308885053,16.0,21.0,20.0,2.222224,3.2291690000000006,1.0
1.0,100.0,6.0,0.104167,0.104167,1.976751247163255,0.9767512471632549,18.0,23.0,22.0,0.875006,1.3958409999999999,1.0
1.0,100.0,6.0,0.133333,0.133333,2.923068491127504,1.9230684911275042,20.0,25.0,24.0,1.6666600000000003,2.3333250000000003,1.0
1.0,100.0,6.0,0.4625,0.4625,16.348837209302324,15.348837209302324,20.0,25.0,24.0,8.25,10.5625,1.0
1.0,100.0,6.0,0.141667,0.141667,1.8155389574908567,0.8155389574908567,12.0,17.0,16.0,0.7000039999999998,1.4083389999999998,1.0
1.0,100.0,6.0,0.5,0.5,17.0,16.0,18.0,23.0,22.0,8.0,10.5,1.0
1.0,100.0,6.0,0.270833,0.270833,4.085707389390907,3.0857073893909073,12.0,17.0,16.0,2.249996,3.6041609999999995,1.0
1.0,100.0,6.0,0.165278,0.165278,5.3460984615237175,4.3460984615237175,28.0,33.0,32.0,3.627784,4.454174,1.0
0.0,100.0,6.0,0.204167,0.204167,1.282725144596919,1.282725144596919,5.0,5.0,5.0,1.020835,1.020835,0.0
1.0,100.0,6.0,0.0875,0.0875,0.863013698630137,-0.136986301369863,10.0,15.0,14.0,-0.125,0.3125,1.0
1.0,100.0,6.0,0.3375,0.3375,8.660377358490567,7.6603773584905674,18.0,23.0,22.0,5.075,6.7625,1.0
1.0,100.0,6.0,0.163889,0.163889,1.5681075838016725,0.5681075838016725,9.0,14.0,13.0,0.475001,1.2944460000000002,1.0
1.0,100.0,6.0,0.309722,0.309722,3.140841805765214,2.140841805765214,8.0,13.0,12.0,1.477776,3.0263859999999996,1.0
1.0,100.0,6.0,0.234722,0.234722,11.34844331079686,10.34844331079686,38.0,43.0,42.0,7.919435999999999,9.093046,1.0
0.0,100.0,6.0,0.466667,0.466667,4.375005859378661,4.375005859378661,5.0,5.0,5.0,2.333335,2.333335,0.0
1.0,100.0,6.0,0.095833,0.095833,1.0599037567175091,0.05990375671750914,11.0,16.0,15.0,0.05416299999999996,0.533328,1.0
1.0,100.0,6.0,0.169444,0.169444,1.428089135470697,0.42808913547069705,8.0,13.0,12.0,0.3555520000000001,1.202772,1.0
0.0,100.0,6.0,0.394444,0.394444,16.284373369267254,16.284373369267254,25.0,25.0,25.0,9.8611,9.8611,0.0
0.0,100.0,6.0,0.058333,0.058333,0.3716791604675538,0.3716791604675538,6.0,6.0,6.0,0.34999800000000003,0.34999800000000003,0.0
0.0,100.0,6.0,0.294444,0.294444,2.08660970922223,2.08660970922223,5.0,5.0,5.0,1.4722199999999999,1.4722199999999999,0.0
1.0,100.0,6.0,0.216667,0.216667,11.8936403802725,10.8936403802725,44.0,49.0,48.0,8.533348,9.616683,1.0
1.0,100.0,6.0,0.113889,0.113889,0.8996875109326032,-0.10031248906739676,8.0,13.0,12.0,-0.08888799999999997,0.4805570000000001,1.0
1.0,100.0,6.0,0.125,0.125,2.142857142857143,1.1428571428571428,16.0,21.0,20.0,1.0,1.625,1.0
1.0,100.0,6.0,0.297222,0.297222,11.418960183728004,10.418960183728004,28.0,33.0,32.0,7.322215999999999,8.808326,1.0
1.0,100.0,6.0,0.184722,0.184722,8.38329257014172,7.38329257014172,38.0,43.0,42.0,6.019436,6.943046,1.0
1.0,100.0,6.0,0.295833,0.295833,4.20117670950215,3.2011767095021497,11.0,16.0,15.0,2.254163,3.733328,1.0
0.0,100.0,6.0,0.329167,0.329167,7.850943528419144,7.850943528419144,16.0,16.0,16.0,5.266672,5.266672,0.0
1.0,100.0,6.0,0.598611,0.598611,13.422139121899203,12.422139121899203,10.0,15.0,14.0,4.98611,7.979165,1.0
1.0,100.0,6.0,0.391667,0.391667,23.82195113531569,22.82195113531569,38.0,43.0,42.0,13.883346,15.841681000000001,1.0
1.0,100.0,6.0,0.333333,0.333333,10.999983500008248,9.999983500008248,23.0,28.0,27.0,6.666659,8.333324,1.0
1.0,100.0,6.0,0.2875,0.2875,18.157894736842103,17.157894736842103,46.0,51.0,50.0,12.225,13.6625,1.0
1.0,100.0,6.0,0.127778,0.127778,2.783445040368163,1.783445040368163,20.0,25.0,24.0,1.5555599999999998,2.1944500000000002,1.0
1.0,100.0,6.0,0.575,0.575,10.823529411764705,9.823529411764705,9.0,14.0,13.0,4.175,7.049999999999999,1.0
1.0,100.0,6.0,0.526389,0.526389,16.671561682477815,15.671561682477815,16.0,21.0,20.0,7.422224,10.054169,1.0
1.0,100.0,6.0,0.333333,0.333333,14.99997750001125,13.99997750001125,31.0,36.0,35.0,9.333323,10.999988,1.0
1.0,100.0,6.0,0.329167,0.329167,3.4347877936833755,2.4347877936833755,8.0,13.0,12.0,1.633336,3.279171,1.0
1.0,100.0,6.0,0.179167,0.179167,6.329963585772014,5.329963585772014,30.0,35.0,34.0,4.37501,5.270845,1.0
1.0,100.0,6.0,0.35,0.35,16.153846153846153,15.153846153846153,31.0,36.0,35.0,9.85,11.6,1.0
1.0,100.0,6.0,0.208333,0.208333,4.473675168978876,3.4736751689788763,18.0,23.0,22.0,2.749994,3.791659,1.0
1.0,100.0,6.0,0.379167,0.379167,13.436260636918462,12.436260636918462,23.0,28.0,27.0,7.720841,9.616676,1.0
1.0,100.0,6.0,0.25,0.25,10.666666666666666,9.666666666666666,33.0,38.0,37.0,7.25,8.5,1.0
0.0,100.0,6.0,0.241667,0.241667,1.274727593286854,1.274727593286854,4.0,4.0,4.0,0.966668,0.966668,0.0
1.0,100.0,6.0,0.295833,0.295833,7.142000406153654,6.142000406153654,18.0,23.0,22.0,4.324994,5.804159,1.0
1.0,100.0,6.0,0.033333,0.033333,0.7586128418576408,-0.24138715814235923,23.0,28.0,27.0,-0.23334100000000002,-0.06667599999999996,1.0
1.0,100.0,6.0,0.291667,0.291667,17.705910920428668,16.705910920428668,44.0,49.0,48.0,11.833348,13.291683,1.0
0.0,100.0,6.0,0.108333,0.108333,0.6074745392618545,0.6074745392618545,5.0,5.0,5.0,0.541665,0.541665,0.0
1.0,100.0,6.0,0.158333,0.158333,3.1980118027676028,2.1980118027676028,18.0,23.0,22.0,1.8499940000000001,2.641659,1.0
1.0,100.0,6.0,0.325,0.325,18.29629629629629,17.29629629629629,39.0,44.0,43.0,11.675,13.3,1.0
1.0,100.0,6.0,0.333333,0.333333,7.499988750005625,6.499988750005625,16.0,21.0,20.0,4.333328,5.999993,1.0
0.0,100.0,6.0,0.215278,0.215278,6.309742813378495,6.309742813378495,23.0,23.0,23.0,4.951394,4.951394,0.0
1.0,100.0,6.0,0.658333,0.658333,52.024313147011554,51.024313147011554,28.0,33.0,32.0,17.433324,20.724988999999997,1.0
1.0,100.0,6.0,0.283333,0.283333,6.7209191995724655,5.7209191995724655,18.0,23.0,22.0,4.099994,5.516659,1.0
0.0,100.0,6.0,0.116667,0.116667,0.6603794944828282,0.6603794944828282,5.0,5.0,5.0,0.583335,0.583335,0.0
1.0,100.0,6.0,0.316667,0.316667,13.439045092217118,12.439045092217118,30.0,35.0,34.0,8.50001,10.083345,1.0
1.0,100.0,6.0,0.358333,0.358333,15.077900219272614,14.077900219272614,28.0,33.0,32.0,9.033324,10.824989,1.0
1.0,100.0,6.0,0.268056,0.268056,17.578787448220083,16.578787448220083,49.0,54.0,53.0,12.134744000000001,13.475024000000001,1.0
1.0,100.0,6.0,0.256944,0.256944,7.261665338816995,6.261665338816995,22.0,27.0,26.0,4.652768,5.937488,1.0
0.0,100.0,6.0,0.691667,0.691667,11.216233747279729,11.216233747279729,5.0,5.0,5.0,3.458335,3.458335,0.0
1.0,100.0,6.0,0.483333,0.483333,33.67737440169394,32.67737440169394,37.0,42.0,41.0,16.883321000000002,19.299986,1.0
1.0,100.0,6.0,0.488889,0.488889,6.695655151229381,5.695655151229381,8.0,13.0,12.0,2.911112,5.355557,1.0
1.0,100.0,6.0,0.4,0.4,12.666666666666668,11.666666666666668,20.0,25.0,24.0,7.0,9.0,1.0
1.0,100.0,6.0,0.345833,0.345833,4.757954773016676,3.7579547730166762,10.0,15.0,14.0,2.45833,4.187495,1.0
0.0,100.0,6.0,0.225,0.225,1.7419354838709675,1.7419354838709675,6.0,6.0,6.0,1.35,1.35,0.0
1.0,100.0,6.0,0.45,0.45,38.45454545454545,37.45454545454545,48.0,53.0,52.0,20.6,22.85,1.0
1.0,100.0,6.0,0.154167,0.154167,7.108392555031549,6.108392555031549,40.0,45.0,44.0,5.1666799999999995,5.937515,1.0
0.0,100.0,6.0,0.166667,0.166667,5.400012960005185,5.400012960005185,27.0,27.0,27.0,4.500009,4.500009,0.0
1.0,100.0,6.0,0.133333,0.133333,2.923068491127504,1.9230684911275042,20.0,25.0,24.0,1.6666600000000003,2.3333250000000003,1.0
0.0,100.0,6.0,0.541667,0.541667,18.909116297539125,18.909116297539125,16.0,16.0,16.0,8.666672,8.666672,0.0
1.0,100.0,6.0,0.425,0.425,23.65217391304348,22.65217391304348,33.0,38.0,37.0,13.025,15.149999999999999,1.0
0.0,100.0,6.0,0.108333,0.108333,0.6074745392618545,0.6074745392618545,5.0,5.0,5.0,0.541665,0.541665,0.0
0.0,100.0,6.0,0.129167,0.129167,0.8899547904133169,0.8899547904133169,6.0,6.0,6.0,0.775002,0.775002,0.0
1.0,100.0,6.0,0.268056,0.268056,4.028472123550436,3.0284721235504364,12.0,17.0,16.0,2.216672,3.556952,1.0
1.0,100.0,6.0,0.479167,0.479167,52.44007004164483,51.44007004164483,58.0,63.0,62.0,26.791686000000002,29.187521,1.0
1.0,100.0,6.0,0.127778,0.127778,2.197456610816971,1.197456610816971,16.0,21.0,20.0,1.044448,1.683338,1.0
0.0,100.0,6.0,0.176389,0.176389,2.998315952555272,2.998315952555272,14.0,14.0,14.0,2.469446,2.469446,0.0
1.0,100.0,6.0,0.370833,0.370833,15.91388454893534,14.91388454893534,28.0,33.0,32.0,9.383324,11.237489,1.0
0.0,100.0,6.0,0.218056,0.218056,4.461823353078993,4.461823353078993,16.0,16.0,16.0,3.488896,3.488896,0.0
1.0,100.0,6.0,0.105556,0.105556,0.9441038231571792,-0.05589617684282078,9.0,14.0,13.0,-0.04999600000000004,0.477784,1.0
1.0,100.0,6.0,0.345833,0.345833,3.700631490124082,2.700631490124082,8.0,13.0,12.0,1.766664,3.4958289999999996,1.0
1.0,100.0,6.0,0.615278,0.615278,33.584869074292605,32.584869074292605,22.0,27.0,26.0,12.536116,15.612506,1.0
1.0,100.0,6.0,0.483333,0.483333,25.25803080127045,24.25803080127045,28.0,33.0,32.0,12.533324,14.949989,1.0
1.0,100.0,6.0,0.216667,0.216667,4.702136894526338,3.7021368945263378,18.0,23.0,22.0,2.900006,3.9833410000000002,1.0
1.0,100.0,6.0,0.366667,0.366667,5.210533795017788,4.210533795017788,10.0,15.0,14.0,2.6666700000000003,4.500005000000001,1.0
0.0,100.0,6.0,0.358333,0.358333,2.233762995447795,2.233762995447795,4.0,4.0,4.0,1.433332,1.433332,0.0
0.0,100.0,6.0,0.241667,0.241667,5.098910373147416,5.098910373147416,16.0,16.0,16.0,3.866672,3.866672,0.0
1.0,100.0,6.0,0.620833,0.620833,18.010963506845265,17.010963506845265,12.0,17.0,16.0,6.449996,9.554160999999999,1.0
0.0,100.0,6.0,0.241667,0.241667,1.274727593286854,1.274727593286854,4.0,4.0,4.0,0.966668,0.966668,0.0
0.0,100.0,6.0,0.066667,0.066667,0.4285737244906159,0.4285737244906159,6.0,6.0,6.0,0.400002,0.400002,0.0
1.0,100.0,6.0,0.279167,0.279167,6.583825934717195,5.583825934717195,18.0,23.0,22.0,4.025006,5.420841,1.0
1.0,100.0,6.0,0.520833,0.520833,41.30429265788337,40.30429265788337,39.0,44.0,43.0,19.312487,21.916652,1.0
0.0,100.0,6.0,0.141667,0.141667,2.640783938168519,2.640783938168519,16.0,16.0,16.0,2.266672,2.266672,0.0
1.0,100.0,6.0,0.106944,0.106944,0.8382542640103195,-0.16174573598968045,8.0,13.0,12.0,-0.14444800000000002,0.39027199999999995,1.0
1.0,100.0,6.0,0.45,0.45,24.545454545454543,23.545454545454543,31.0,36.0,35.0,12.950000000000001,15.2,1.0
1.0,100.0,6.0,0.1375,0.1375,5.898550724637682,4.898550724637682,38.0,43.0,42.0,4.2250000000000005,4.9125000000000005,1.0
0.0,100.0,6.0,0.098611,0.098611,0.546994693744876,0.546994693744876,5.0,5.0,5.0,0.493055,0.493055,0.0
1.0,100.0,6.0,0.075,0.075,2.351351351351351,1.3513513513513509,30.0,35.0,34.0,1.25,1.625,1.0
1.0,100.0,6.0,0.291667,0.291667,3.7058883321827447,2.7058883321827447,10.0,15.0,14.0,1.9166699999999999,3.375005,1.0
1.0,100.0,6.0,0.113889,0.113889,5.012544703767362,4.012544703767362,40.0,45.0,44.0,3.55556,4.125005,1.0
1.0,100.0,6.0,0.295833,0.295833,13.44376547040688,12.44376547040688,33.0,38.0,37.0,8.762489,10.241654,1.0
1.0,100.0,6.0,0.731944,0.731944,172.02551705613757,171.02551705613757,64.0,69.0,68.0,45.844416,49.504136,1.0
1.0,100.0,6.0,0.645833,0.645833,38.294061840882975,37.294061840882975,22.0,27.0,26.0,13.208326,16.437491,1.0
1.0,100.0,6.0,0.129167,0.129167,3.263167564848829,2.263167564848829,23.0,28.0,27.0,1.970841,2.616676,1.0
0.0,100.0,6.0,0.193056,0.193056,5.741840821667923,5.741840821667923,24.0,24.0,24.0,4.633344,4.633344,0.0
1.0,100.0,6.0,0.241667,0.241667,9.560456949651403,8.560456949651403,31.0,36.0,35.0,6.491677,7.700011999999999,1.0
1.0,100.0,6.0,0.136111,0.136111,5.829576484941931,4.829576484941931,38.0,43.0,42.0,4.172218,4.852773,1.0
0.0,100.0,6.0,0.045833,0.045833,0.2401728418610159,0.2401728418610159,5.0,5.0,5.0,0.229165,0.229165,0.0
1.0,100.0,6.0,0.225,0.225,5.516129032258065,4.516129032258065,20.0,25.0,24.0,3.5,4.625,1.0
1.0,100.0,6.0,0.2125,0.2125,5.936507936507937,4.936507936507937,23.0,28.0,27.0,3.8875,4.95,1.0
0.0,100.0,6.0,0.016667,0.016667,0.1016969836260961,0.1016969836260961,6.0,6.0,6.0,0.10000200000000001,0.10000200000000001,0.0
1.0,100.0,6.0,0.783333,0.783333,162.691988166172,161.691988166172,46.0,51.0,50.0,35.033317999999994,38.949982999999996,1.0
1.0,100.0,6.0,0.097222,0.097222,4.846141576334381,3.8461415763343814,46.0,51.0,50.0,3.472212,3.958322,1.0
1.0,100.0,6.0,0.908333,0.908333,108.99956363795032,107.99956363795032,12.0,17.0,16.0,9.899996,14.441661,1.0
0.0,100.0,6.0,0.483333,0.483333,18.70965244538552,18.70965244538552,20.0,20.0,20.0,9.66666,9.66666,0.0
0.0,100.0,6.0,0.133333,0.133333,0.9230742603560538,0.9230742603560538,6.0,6.0,6.0,0.799998,0.799998,0.0
1.0,100.0,6.0,0.091667,0.091667,2.825699385577756,1.8256993855777561,29.0,34.0,33.0,1.658343,2.116678,1.0
1.0,100.0,6.0,0.6125,0.6125,83.77419354838712,82.77419354838712,54.0,59.0,58.0,32.075,35.1375,1.0
1.0,100.0,6.0,0.775,0.775,24.111111111111114,23.111111111111114,8.0,13.0,12.0,5.2,9.075000000000001,1.0
1.0,100.0,6.0,0.625,0.625,25.0,24.0,16.0,21.0,20.0,9.0,12.125,1.0
1.0,100.0,6.0,0.169444,0.169444,4.488280140050762,3.4882801400507617,23.0,28.0,27.0,2.897212,3.7444320000000006,1.0
1.0,100.0,6.0,0.158333,0.158333,2.821775120089062,1.821775120089062,16.0,21.0,20.0,1.533328,2.324993,1.0
1.0,100.0,6.0,0.659722,0.659722,54.28566054814005,53.28566054814005,29.0,34.0,33.0,18.131938,21.430548,1.0
0.0,100.0,6.0,0.120833,0.120833,0.5497613081473712,0.5497613081473712,4.0,4.0,4.0,0.483332,0.483332,0.0
1.0,100.0,6.0,0.370833,0.370833,18.860900206145587,17.860900206145587,33.0,38.0,37.0,11.237489,13.091654,1.0
1.0,100.0,6.0,0.280556,0.280556,5.849433729379912,4.849433729379912,16.0,21.0,20.0,3.4888960000000004,4.891676,1.0
1.0,100.0,6.0,0.323611,0.323611,2.39219591093291,1.39219591093291,6.0,11.0,10.0,0.9416659999999999,2.5597209999999997,1.0
1.0,100.0,6.0,0.183333,0.183333,1.1224464806340897,0.1224464806340897,6.0,11.0,10.0,0.09999800000000003,1.0166629999999999,1.0
0.0,100.0,6.0,0.108333,0.108333,0.7289694471142254,0.7289694471142254,6.0,6.0,6.0,0.649998,0.649998,0.0
1.0,100.0,6.0,0.380556,0.380556,4.300456538444154,3.3004565384441538,8.0,13.0,12.0,2.044448,3.947228,1.0
0.0,100.0,6.0,0.006944,0.006944,0.1118809009763799,0.1118809009763799,16.0,16.0,16.0,0.111104,0.111104,0.0
1.0,100.0,6.0,0.208333,0.208333,1.8421015401677725,0.8421015401677725,8.0,13.0,12.0,0.6666639999999999,1.708329,1.0
0.0,100.0,6.0,0.13125,0.13125,0.9064748201438848,0.9064748201438848,6.0,6.0,6.0,0.7875000000000001,0.7875000000000001,0.0
1.0,100.0,6.0,0.080556,0.080556,0.8761381878613597,-0.12386181213864034,11.0,16.0,15.0,-0.11388399999999999,0.28889600000000004,1.0
1.0,100.0,6.0,0.408333,0.408333,15.18307764333654,14.18307764333654,23.0,28.0,27.0,8.391659,10.433324,1.0
1.0,100.0,6.0,0.097222,0.097222,2.2615327356227115,1.2615327356227115,22.0,27.0,26.0,1.138884,1.624994,1.0
1.0,100.0,6.0,0.2,0.2,10.749999999999998,9.749999999999998,44.0,49.0,48.0,7.800000000000001,8.8,1.0
1.0,100.0,6.0,0.434722,0.434722,28.454519723038928,27.454519723038928,38.0,43.0,42.0,15.519435999999999,17.693046,1.0
1.0,100.0,6.0,0.279167,0.279167,3.485554906614986,2.485554906614986,10.0,15.0,14.0,1.7916699999999999,3.187505,1.0
0.0,100.0,6.0,0.083333,0.083333,0.5454521652901217,0.5454521652901217,6.0,6.0,6.0,0.49999800000000005,0.49999800000000005,0.0
1.0,100.0,6.0,0.233333,0.233333,8.217375992445222,7.217375992445222,28.0,33.0,32.0,5.533324,6.699989,1.0
0.0,100.0,6.0,0.214583,0.214583,3.824926122047269,3.824926122047269,14.0,14.0,14.0,3.004162,3.004162,0.0
1.0,100.0,6.0,0.425,0.425,11.08695652173913,10.08695652173913,16.0,21.0,20.0,5.8,7.924999999999999,1.0
1.0,100.0,6.0,0.1,0.1,4.777777777777778,3.7777777777777777,44.0,49.0,48.0,3.4000000000000004,3.9000000000000004,1.0
0.0,100.0,6.0,0.095833,0.095833,0.5299518783587546,0.5299518783587546,5.0,5.0,5.0,0.479165,0.479165,0.0
1.0,100.0,6.0,0.148611,0.148611,4.712883300113109,3.712883300113109,28.0,33.0,32.0,3.1611079999999996,3.9041629999999996,1.0
1.0,100.0,6.0,0.416667,0.416667,27.14289436736821,26.14289436736821,39.0,44.0,43.0,15.250013,17.333348,1.0
1.0,100.0,6.0,0.258333,0.258333,5.921338012881791,4.921338012881791,18.0,23.0,22.0,3.6499939999999995,4.941659,1.0
1.0,100.0,6.0,0.279167,0.279167,8.132961448768299,7.132961448768299,22.0,27.0,26.0,5.141674,6.537509,1.0
1.0,100.0,6.0,0.347917,0.347917,9.070300866607472,8.070300866607472,18.0,23.0,22.0,5.262505999999999,7.002091,1.0
1.0,100.0,6.0,0.691667,0.691667,49.351428488030805,48.351428488030805,23.0,28.0,27.0,14.908341,18.366676000000002,1.0
1.0,100.0,6.0,0.525,0.525,29.842105263157897,28.842105263157897,28.0,33.0,32.0,13.700000000000001,16.325,1.0
1.0,100.0,6.0,0.0875,0.0875,1.4383561643835616,0.4383561643835616,16.0,21.0,20.0,0.3999999999999999,0.8374999999999999,1.0
1.0,100.0,6.0,0.175,0.175,3.606060606060606,2.606060606060606,18.0,23.0,22.0,2.15,3.0249999999999995,1.0
1.0,100.0,6.0,0.659722,0.659722,13.571415137035013,12.571415137035013,8.0,13.0,12.0,4.277776,7.576386000000001,1.0
1.0,100.0,6.0,0.083333,0.083333,0.636360859505142,-0.363639140494858,8.0,13.0,12.0,-0.33333599999999997,0.08332899999999999,1.0
1.0,100.0,6.0,0.133333,0.133333,6.61536553255172,5.61536553255172,44.0,49.0,48.0,4.866652,5.533317,1.0
0.0,100.0,6.0,0.433333,0.433333,4.588229065747608,4.588229065747608,6.0,6.0,6.0,2.5999980000000003,2.5999980000000003,0.0
1.0,100.0,6.0,0.45,0.45,13.909090909090908,12.909090909090908,18.0,23.0,22.0,7.1,9.35,1.0
1.0,100.0,6.0,0.208333,0.208333,4.473675168978876,3.4736751689788763,18.0,23.0,22.0,2.749994,3.791659,1.0
1.0,100.0,6.0,0.234722,0.234722,11.04172862672127,10.04172862672127,37.0,42.0,41.0,7.684714,8.858324,1.0
1.0,100.0,6.0,0.145833,0.145833,5.29266876383658,4.29266876383658,32.0,37.0,36.0,3.6666559999999997,4.395821,1.0
1.0,100.0,6.0,0.425,0.425,19.95652173913044,18.95652173913044,28.0,33.0,32.0,10.9,13.025,1.0
1.0,100.0,6.0,0.783333,0.783333,104.84594792931084,103.84594792931084,30.0,35.0,34.0,22.499989999999997,26.416655,1.0
1.0,100.0,6.0,0.3625,0.3625,9.666666666666666,8.666666666666666,18.0,23.0,22.0,5.5249999999999995,7.3375,1.0
0.0,100.0,6.0,0.086111,0.086111,1.884495819514186,1.884495819514186,20.0,20.0,20.0,1.7222199999999999,1.7222199999999999,0.0
1.0,100.0,6.0,0.204167,0.204167,7.952895896500898,6.952895896500898,32.0,37.0,36.0,5.533344,6.5541789999999995,1.0
0.0,100.0,6.0,0.1,0.1,1.5555555555555556,1.5555555555555556,14.0,14.0,14.0,1.4000000000000001,1.4000000000000001,0.0
1.0,100.0,6.0,0.154167,0.154167,5.285727797331152,4.285727797331152,30.0,35.0,34.0,3.6250099999999996,4.395845,1.0
0.0,100.0,6.0,0.163889,0.163889,4.9003361993802255,4.9003361993802255,25.0,25.0,25.0,4.097225,4.097225,0.0
1.0,100.0,6.0,0.358333,0.358333,40.766174666922254,39.766174666922254,74.0,79.0,78.0,25.516642,27.308307,1.0
1.0,100.0,6.0,0.097222,0.097222,0.5384601751482646,-0.4615398248517354,6.0,11.0,10.0,-0.41666800000000004,0.069442,1.0
1.0,100.0,6.0,0.419444,0.419444,10.837300794410872,9.837300794410872,16.0,21.0,20.0,5.711104,7.808323999999999,1.0
0.0,100.0,6.0,0.129167,0.129167,0.593303193608878,0.593303193608878,4.0,4.0,4.0,0.516668,0.516668,0.0
1.0,100.0,6.0,0.7125,0.7125,66.91304347826087,65.91304347826087,28.0,33.0,32.0,18.95,22.5125,1.0
1.0,100.0,6.0,0.148611,0.148611,2.6182685000628387,1.6182685000628387,16.0,21.0,20.0,1.377776,2.120831,1.0
1.0,100.0,6.0,0.097222,0.097222,5.16921768142334,4.16921768142334,49.0,54.0,53.0,3.763878,4.249988,1.0
1.0,100.0,6.0,0.373611,0.373611,14.314849079405931,13.314849079405931,25.0,30.0,29.0,8.340275,10.20833,1.0
