source_dataset,source_row_id,hand_id,stage_group,metadata.street,split,features.hero_position,features.pot_bb,features.to_call_bb,features.effective_stack_bb,features.can_check,features.can_call,features.can_raise,features.players_active,features.bet_size_bb,features.equity_win,features.call_max_bb,features.call_margin_bb,label_3intent
solver_policy,ea15ad772cfe20cc8154245039b6f0aae0fd155e,synthetic:18,TURN,TURN,train,CO,3.0,0.8,49.8,0.0,1.0,1.0,2.0,0.8,0.245,0.9735099338,0.1735099338,RAISE
solver_policy,64cb597083b5de7893d35cf74708ac8707db2fe1,synthetic:19,PREFLOP,PREFLOP,train,BTN,3.7,0.1,49.8,0.0,1.0,1.0,2.0,0.1,0.4203333333,2.682978723,2.582978723,RAISE
solver_policy,ed289864e783dd12a611541b0d3e98b964b41f75,synthetic:20,RIVER,RIVER,train,MP,4.1,0.0,49.6,1.0,0.0,1.0,4.0,2.05,0.6966666667,9.416483518,9.416483518,NO_INVEST
solver_policy,0ba347efdc1e61dac5ebc91dfed5683faec67c6b,synthetic:21,TURN,TURN,train,BB,3.2,0.0,49.7,1.0,0.0,1.0,3.0,1.6,0.2766666667,1.2239631338,1.2239631338,NO_INVEST
solver_policy,5599537ef649244fe49a75d71b955ba210feff47,synthetic:22,FLOP,FLOP,train,BTN,4.5,0.0,49.6,1.0,0.0,1.0,4.0,2.25,0.5746666667,6.0799373049,6.0799373049,NO_INVEST
solver_policy,95d2fa5c55c7e864e19e2506c824b650294406de,synthetic:23,PREFLOP,PREFLOP,train,UTG,3.9,0.0,49.8,1.0,0.0,1.0,2.0,1.95,0.4226666667,2.8551963052,2.8551963052,NO_INVEST
solver_policy,149c053fddc2eceb2f27547455d8c733c08d4fb6,synthetic:24,RIVER,RIVER,train,CO,4.9,0.3,49.9,0.0,1.0,1.0,1.0,0.3,0.5133333333,5.16849315,4.86849315,RAISE
solver_policy,52861d6e080ff89a15fe617151caab570914a94f,synthetic:25,RIVER,RIVER,validation,UTG,2.6,1.3,49.6,0.0,1.0,1.0,4.0,1.3,0.6966666667,5.9714285724,4.6714285724,CALL
solver_policy,aa006ead98c37ee1c4450f35f7220956954b102d,synthetic:26,PREFLOP,PREFLOP,train,UTG,1.3,0.0,49.9,1.0,0.0,1.0,1.0,0.65,0.3476666667,0.6928461933,0.6928461933,NO_INVEST
solver_policy,f31e12cee8afba291e6e291e6c589c1d13a9fc34,synthetic:27,PREFLOP,PREFLOP,train,UTG,2.4,1.0,49.6,0.0,1.0,1.0,4.0,1.0,0.1346666667,0.3734976889,-0.6265023111,CALL
solver_policy,d2cf4d9f1e9b6e41b505ab4dbb0011d8aaf70d97,synthetic:28,TURN,TURN,train,MP,4.4,0.0,49.6,1.0,0.0,1.0,4.0,2.2,0.3926666667,2.8447859499,2.8447859499,NO_INVEST
solver_policy,cf6495deb2a197dd5af823d864c99b69a1b37293,synthetic:29,TURN,TURN,train,BTN,2.7,0.7,49.6,0.0,1.0,1.0,4.0,0.7,0.2946666667,1.1279773159,0.4279773159,RAISE
solver_policy,065e146542008ddbc745924e2afc56f5c0558a23,synthetic:30,TURN,TURN,train,BB,4.3,0.0,49.6,1.0,0.0,1.0,4.0,2.15,0.41,2.9881355932,2.9881355932,NO_INVEST
solver_policy,1a0c6e4a42fa075caf5d658124da4ec890a9e8a1,synthetic:31,RIVER,RIVER,train,SB,0.9,0.2,49.6,0.0,1.0,1.0,4.0,0.2,0.2833333333,0.3558139534,0.1558139534,RAISE
solver_policy,8f03c9605d36fb2742dcadb9737966c740149d84,synthetic:32,FLOP,FLOP,train,CO,2.2,0.0,49.7,1.0,0.0,1.0,3.0,1.1,0.49,2.1137254902,2.1137254902,NO_INVEST
solver_policy,b165e961f089a44aeb80b93cae4c9787a50df6b9,synthetic:33,FLOP,FLOP,train,MP,0.6,0.0,49.7,1.0,0.0,1.0,3.0,0.3,0.4253333333,0.4440835266,0.4440835266,NO_INVEST
solver_policy,e263060b982bd1364a1e44a35a97409ae592d58f,synthetic:34,TURN,TURN,test,BTN,4.3,0.9,49.9,0.0,1.0,1.0,1.0,0.9,0.5416666667,5.0818181825,4.1818181825,RAISE
solver_policy,2e7802d57882bf2c3eb74035220f7cc08cb2975e,synthetic:35,RIVER,RIVER,train,BB,1.6,0.0,49.9,1.0,0.0,1.0,1.0,0.8,0.402,1.0755852843,1.0755852843,NO_INVEST
solver_policy,5b517138ddb0582b5d9127ce01be418b0f6ba225,synthetic:36,FLOP,FLOP,train,CO,3.9,0.6,49.8,0.0,1.0,1.0,2.0,0.6,0.2636666667,1.3965142601,0.7965142601,RAISE
solver_policy,a730e357d00641914c23c3b282dc65ee3027c650,synthetic:37,TURN,TURN,train,MP,3.3,0.0,49.9,1.0,0.0,1.0,1.0,1.65,0.97,106.7,106.7,NO_INVEST
solver_policy,d5e2e4a7a02fe182a048a300b42f887ef1721f38,synthetic:38,PREFLOP,PREFLOP,train,CO,0.7,0.0,49.6,1.0,0.0,1.0,4.0,0.35,0.34,0.3606060606,0.3606060606,NO_INVEST
solver_policy,b9bdedfc63c6f10e5bac76088f7e479efa8770a4,synthetic:39,FLOP,FLOP,train,UTG,4.2,0.5,49.7,0.0,1.0,1.0,3.0,0.5,0.815,18.5027027027,18.0027027027,RAISE
solver_policy,9e7eba2c1249dad9cebac8b8b4b1f2c0a5e3d9a8,synthetic:40,RIVER,RIVER,train,CO,3.6,1.6,49.9,0.0,1.0,1.0,1.0,1.6,0.5753333333,4.877237048,3.277237048,CALL
solver_policy,1a86715cc8e937ed71b0f50e3eb572a26ce66e49,synthetic:41,RIVER,RIVER,train,BTN,1.7,0.0,49.7,1.0,0.0,1.0,3.0,0.85,0.381,1.046365105,1.046365105,NO_INVEST
solver_policy,90cf5191e013cc9baa6c0990764324271c2e94ea,synthetic:42,TURN,TURN,train,CO,2.2,1.1,49.6,0.0,1.0,1.0,4.0,1.1,0.5923333333,3.1965658213,2.0965658213,CALL
solver_policy,f3ca05a4b1213fd5afaf055b0663e38433c07b19,synthetic:43,TURN,TURN,train,CO,4.8,0.0,49.7,1.0,0.0,1.0,3.0,2.4,0.4796666667,4.4248558622,4.4248558622,NO_INVEST
solver_policy,67c43045b6b5679bb63f9a8ae974bba2463bd5a4,synthetic:44,PREFLOP,PREFLOP,train,CO,2.9,0.0,49.9,1.0,0.0,1.0,1.0,1.45,0.305,1.2726618705,1.2726618705,NO_INVEST
solver_policy,9f29cd8d7d83e092f277216e66ecc6aaa9d4370e,synthetic:45,TURN,TURN,train,CO,1.6,0.2,49.9,0.0,1.0,1.0,1.0,0.2,0.945,27.4909090909,27.2909090909,RAISE
solver_policy,d66f3f40bfc460a697f6e82be0413d16c74b1eec,synthetic:46,RIVER,RIVER,train,BB,1.3,0.0,49.8,1.0,0.0,1.0,2.0,0.65,0.575,1.7588235294,1.7588235294,NO_INVEST
solver_policy,4fa4df0faf502eeb22b6416072754542da9413d0,synthetic:47,TURN,TURN,train,UTG,2.2,0.0,49.7,1.0,0.0,1.0,3.0,1.1,0.645,3.9971830986,3.9971830986,NO_INVEST
solver_policy,00d3f3634c46ef5644efeaabfdfac937d61f327c,synthetic:48,PREFLOP,PREFLOP,train,BTN,3.0,0.0,49.8,1.0,0.0,1.0,2.0,1.5,0.3313333333,1.4865403786,1.4865403786,NO_INVEST
solver_policy,03c97a859df9117ed3520193e493c989ecd6529f,synthetic:49,PREFLOP,PREFLOP,train,SB,0.9,0.0,49.6,1.0,0.0,1.0,4.0,0.45,0.659,1.7392961877,1.7392961877,NO_INVEST
solver_policy,ae30e5d87275029d14bb2b75a26223d7a54101b0,synthetic:50,RIVER,RIVER,train,SB,1.8,0.6,49.6,0.0,1.0,1.0,4.0,0.6,0.495,1.7643564356,1.1643564356,RAISE
solver_policy,34b69f763731b51bcfb2a5a9abe30af55efe2d52,synthetic:51,TURN,TURN,train,BB,3.0,0.0,49.9,1.0,0.0,1.0,1.0,1.5,0.3866666667,1.8913043481,1.8913043481,NO_INVEST
solver_policy,71026ab248eaf677544bb342b69d72a6ba2fcfa7,synthetic:52,RIVER,RIVER,train,UTG,2.4,0.0,49.6,1.0,0.0,1.0,4.0,1.2,0.2733333333,0.9027522934,0.9027522934,NO_INVEST
solver_policy,22ce9f29f4da7821577a355f0224c7447c8209f8,synthetic:53,RIVER,RIVER,train,SB,2.5,0.7,49.9,0.0,1.0,1.0,1.0,0.7,0.5706666667,3.3229813669,2.6229813669,RAISE
solver_policy,a5c78c54743ed1851715b3cdecfd764d46341b7b,synthetic:54,FLOP,FLOP,train,CO,1.9,0.9,49.8,0.0,1.0,1.0,2.0,0.9,0.68,4.0375,3.1375,CALL
solver_policy,a01d1543b40f7e5f893171c7c32e5b167509e9d2,synthetic:55,PREFLOP,PREFLOP,train,UTG,4.7,0.0,49.9,1.0,0.0,1.0,1.0,2.35,0.425,3.4739130435,3.4739130435,NO_INVEST
solver_policy,c09660b9d46103aeadbe907e42ae2d4fb96ff7cf,synthetic:56,FLOP,FLOP,train,CO,3.8,0.0,49.6,1.0,0.0,1.0,4.0,1.9,0.7366666667,10.6303797487,10.6303797487,NO_INVEST
solver_policy,ade6ffb4221795b522ebe7ccd9c9f5442f9056a2,synthetic:57,PREFLOP,PREFLOP,train,BTN,1.2,0.4,49.9,0.0,1.0,1.0,1.0,0.4,0.4216666667,0.874927954,0.474927954,RAISE
solver_policy,18fe56964ec7793b9fe579a58c98750ed648655f,synthetic:58,PREFLOP,PREFLOP,train,BB,1.0,0.4,49.9,0.0,1.0,1.0,1.0,0.4,0.4283333333,0.7492711369,0.3492711369,CALL
solver_policy,12d130072c146857a8abd6063ea4d0e043f0a253,synthetic:59,TURN,TURN,train,SB,1.2,0.0,49.8,1.0,0.0,1.0,2.0,0.6,0.6816666667,2.5696335082,2.5696335082,NO_INVEST
solver_policy,41dec9e3b6b92c654fc955db897b680849807b26,synthetic:60,PREFLOP,PREFLOP,train,UTG,2.7,0.3,49.6,0.0,1.0,1.0,4.0,0.3,0.1733333333,0.5661290321,0.2661290321,RAISE
solver_policy,75f594ff51b551b3f7b8081bcaf43822853e3b69,synthetic:61,PREFLOP,PREFLOP,test,BTN,3.3,0.2,49.7,0.0,1.0,1.0,3.0,0.2,0.1873333333,0.7607054961,0.5607054961,RAISE
solver_policy,8c82d811971939d814f77fd5a6781212ddf09d18,synthetic:62,PREFLOP,PREFLOP,train,MP,0.4,0.0,49.6,1.0,0.0,1.0,4.0,0.2,0.0866666667,0.0379562044,0.0379562044,NO_INVEST
solver_policy,3ac7f32070396eae88a8734d43d2cbe47df851d9,synthetic:63,RIVER,RIVER,train,BTN,0.5,0.0,49.7,1.0,0.0,1.0,3.0,0.25,0.8633333333,3.1585365845,3.1585365845,NO_INVEST
solver_policy,244a18f8a34e0f0f0a01c7048ff7295afbf90d33,synthetic:64,FLOP,FLOP,train,MP,1.0,0.0,49.6,1.0,0.0,1.0,4.0,0.5,0.476,0.9083969466,0.9083969466,NO_INVEST
solver_policy,57bc3265be54536d4a714c8b30efe0d963aab03b,synthetic:65,PREFLOP,PREFLOP,train,UTG,1.6,0.8,49.8,0.0,1.0,1.0,2.0,0.8,0.3666666667,0.9263157896,0.1263157896,CALL
solver_policy,c85c3ecc686666e5229bb4ca6cd1d4e4263a9b2a,synthetic:66,TURN,TURN,train,SB,4.0,1.3,49.7,0.0,1.0,1.0,3.0,1.3,0.835,20.2424242424,18.9424242424,RAISE
solver_policy,dcb0f3b1fc68e932b43d214b77cc80784956db1d,synthetic:67,FLOP,FLOP,train,SB,1.2,0.0,49.8,1.0,0.0,1.0,2.0,0.6,0.3503333333,0.6471010774,0.6471010774,NO_INVEST
solver_policy,e75548a75ca6cbe1b98f9bab7b12a25f73004d83,synthetic:68,RIVER,RIVER,train,UTG,1.3,0.0,49.9,1.0,0.0,1.0,1.0,0.65,0.97,42.0333333333,42.0333333333,NO_INVEST
solver_policy,b09b3abebad02c8ad89b818dcb5966fbd4a0933f,synthetic:69,PREFLOP,PREFLOP,train,MP,2.5,1.0,49.6,0.0,1.0,1.0,4.0,1.0,0.3513333333,1.3540596093,0.3540596093,CALL
solver_policy,5e16e461a3654a95aa190b740bbbd7b4578bb115,synthetic:70,FLOP,FLOP,train,SB,2.7,0.6,49.8,0.0,1.0,1.0,2.0,0.6,0.3683333333,1.5744063322,0.9744063322,RAISE
solver_policy,fc741fa760bba5f3b13500280d4e4ac325e871cb,synthetic:71,TURN,TURN,train,CO,5.0,0.3,49.9,0.0,1.0,1.0,1.0,0.3,0.5896666667,7.1852152731,6.8852152731,RAISE
solver_policy,534b9a311022c312949baba6a204d1b3731e14aa,synthetic:72,PREFLOP,PREFLOP,validation,UTG,1.8,0.0,49.6,1.0,0.0,1.0,4.0,0.9,0.219,0.504737516,0.504737516,NO_INVEST
solver_policy,19b9598e434ad29168aec95254a61535eaa65b9c,synthetic:73,TURN,TURN,train,SB,4.8,0.0,49.9,1.0,0.0,1.0,1.0,2.4,0.421,3.4901554404,3.4901554404,NO_INVEST
solver_policy,c29eb04c20e20c6a29358ace1ccbcc796b5ca664,synthetic:74,TURN,TURN,train,BTN,4.4,0.0,49.7,1.0,0.0,1.0,3.0,2.2,0.3483333333,2.3519181582,2.3519181582,NO_INVEST
solver_policy,e63da61a39c0b45eb7046918a05286c7253e8ac6,synthetic:75,RIVER,RIVER,train,SB,2.5,0.0,49.7,1.0,0.0,1.0,3.0,1.25,0.3216666667,1.1855036857,1.1855036857,NO_INVEST
solver_policy,f5bd18dda4e12ff6564db61f1ab90e9d7ea45ae1,synthetic:76,RIVER,RIVER,train,SB,2.8,0.0,49.8,1.0,0.0,1.0,2.0,1.4,0.57,3.711627907,3.711627907,NO_INVEST
solver_policy,9a7c69354b09471200663495cdd2186e98550603,synthetic:77,PREFLOP,PREFLOP,train,SB,2.8,0.5,49.9,0.0,1.0,1.0,1.0,0.5,0.3283333333,1.3687344911,0.8687344911,RAISE
solver_policy,34a4fb027fdd274fb23db93ab8e8aeb3d7f31926,synthetic:78,TURN,TURN,train,CO,1.9,0.0,49.9,1.0,0.0,1.0,1.0,0.95,0.5516666667,2.3379182159,2.3379182159,NO_INVEST
solver_policy,f0013d09cfecb96122365d9bfe4112f814bb6cdd,synthetic:79,PREFLOP,PREFLOP,train,MP,1.2,0.1,49.8,0.0,1.0,1.0,2.0,0.1,0.2446666667,0.3887025596,0.2887025596,RAISE
solver_policy,64c8f3ce637945f9056262a3bcd19710534f8a09,synthetic:80,PREFLOP,PREFLOP,train,SB,3.5,0.0,49.7,1.0,0.0,1.0,3.0,1.75,0.2306666667,1.0493934144,1.0493934144,NO_INVEST
solver_policy,439e4f7a8666da2ba4893621b554ea74ce201d5a,synthetic:81,PREFLOP,PREFLOP,train,CO,2.5,0.0,49.7,1.0,0.0,1.0,3.0,1.25,0.281,0.9770514604,0.9770514604,NO_INVEST
solver_policy,a94ec65aaeefaaf4942d37e086fc8a3b75d8ea06,synthetic:82,RIVER,RIVER,train,UTG,4.2,0.8,49.7,0.0,1.0,1.0,3.0,0.8,0.2533333333,1.4249999997,0.6249999997,RAISE
solver_policy,dadbbdae921c57cc54358270cf952f3a84f7d699,synthetic:83,TURN,TURN,train,SB,1.7,0.1,49.7,0.0,1.0,1.0,3.0,0.1,0.3996666667,1.1317601334,1.0317601334,RAISE
solver_policy,3c508446351da14e5c096396e46a10180d2915ca,synthetic:84,FLOP,FLOP,train,MP,1.4,0.3,49.9,0.0,1.0,1.0,1.0,0.3,0.435,1.0778761062,0.7778761062,RAISE
solver_policy,f578746a04daab467529c84e73eb61be542afef7,synthetic:85,RIVER,RIVER,train,CO,1.1,0.0,49.7,1.0,0.0,1.0,3.0,0.55,0.4183333333,0.7911174784,0.7911174784,NO_INVEST
solver_policy,7d4d8f69ff3b6ce2c9be94505bd110550294bc00,synthetic:86,RIVER,RIVER,train,SB,2.4,0.0,49.9,1.0,0.0,1.0,1.0,1.2,0.3483333333,1.2828644499,1.2828644499,NO_INVEST
solver_policy,5dc80596408b54bc23591e05fe8895d5bd699c3f,synthetic:87,FLOP,FLOP,test,SB,1.5,0.0,49.7,1.0,0.0,1.0,3.0,0.75,0.2016666667,0.3789144051,0.3789144051,NO_INVEST
solver_policy,3cf2971eae46332984fbae8831875264bd92e1d5,synthetic:88,TURN,TURN,train,UTG,2.3,0.2,49.8,0.0,1.0,1.0,2.0,0.2,0.3883333333,1.4602179834,1.2602179834,RAISE
solver_policy,eab176f97c0eb5b9dd032e84d9322974cb6b287f,synthetic:89,TURN,TURN,train,SB,0.6,0.0,49.6,1.0,0.0,1.0,4.0,0.3,0.3083333333,0.2674698795,0.2674698795,NO_INVEST
solver_policy,d46b4811cc93833f85dc172179769e39c996fada,synthetic:90,FLOP,FLOP,train,BTN,3.0,1.2,49.9,0.0,1.0,1.0,1.0,1.2,0.5716666667,4.0038910511,2.8038910511,CALL
solver_policy,d759a90416558d4ec8ac8e4c91a4e385a20675e0,synthetic:91,FLOP,FLOP,train,BB,2.8,0.0,49.9,1.0,0.0,1.0,1.0,1.4,0.2776666667,1.0763267191,1.0763267191,NO_INVEST
solver_policy,33cb5cc084488e922210402f1fd7dcff62ffef09,synthetic:92,PREFLOP,PREFLOP,train,UTG,2.8,1.2,49.7,0.0,1.0,1.0,3.0,1.2,0.5033333333,2.8375838922,1.6375838922,CALL
solver_policy,7d820551dae56b0c77d9325c9bc9a24ab407ba16,synthetic:93,RIVER,RIVER,train,SB,0.9,0.0,49.8,1.0,0.0,1.0,2.0,0.45,0.8066666667,3.7551724146,3.7551724146,NO_INVEST
solver_policy,7f03f8bbd5a4cf17c531bb91ecc63f14e5c499d7,synthetic:94,FLOP,FLOP,train,UTG,4.2,1.5,49.6,0.0,1.0,1.0,4.0,1.5,0.47,3.7245283019,2.2245283019,CALL
solver_policy,987e723eff6c1c1b0a8cbb0321b8cf4ed1fc0b04,synthetic:95,RIVER,RIVER,train,BTN,2.4,0.0,49.7,1.0,0.0,1.0,3.0,1.2,0.4653333333,2.0887780546,2.0887780546,NO_INVEST
solver_policy,f3bf82ddca45a724c45a04bd3de841765ab02664,synthetic:96,TURN,TURN,train,CO,4.8,0.0,49.8,1.0,0.0,1.0,2.0,2.4,0.36,2.7,2.7,NO_INVEST
solver_policy,a15d8a3508b2b7f68253a9a901ff993d72cff5c2,synthetic:97,TURN,TURN,test,BTN,3.9,0.2,49.6,0.0,1.0,1.0,4.0,0.2,0.4336666667,2.9864037673,2.7864037673,RAISE
solver_policy,bb94197c9955a0d46477d3221cf537fec31c11b6,synthetic:98,TURN,TURN,train,BTN,2.4,1.2,49.7,0.0,1.0,1.0,3.0,1.2,0.794,9.2504854369,8.0504854369,CALL
solver_policy,f677bf172545f9ed45a6c5110f27af5559d26ab8,synthetic:99,TURN,TURN,test,BTN,3.9,0.0,49.8,1.0,0.0,1.0,2.0,1.95,0.5756666667,5.2908876677,5.2908876677,NO_INVEST
solver_policy,bf6db2019ac00491315472c6f3f73e5ab39ad6ca,synthetic:100,RIVER,RIVER,train,BTN,2.8,0.0,49.9,1.0,0.0,1.0,1.0,1.4,0.3516666667,1.5187660671,1.5187660671,NO_INVEST
solver_policy,7522ac72e285eac2c9061ae85838766f171f24da,synthetic:101,PREFLOP,PREFLOP,train,UTG,2.5,0.0,49.8,1.0,0.0,1.0,2.0,1.25,0.336,1.265060241,1.265060241,NO_INVEST
solver_policy,74910ab899e2e8ff9b550af9662169bfc77cfdd9,synthetic:102,PREFLOP,PREFLOP,train,UTG,0.6,0.3,49.6,0.0,1.0,1.0,4.0,0.3,0.135,0.0936416185,-0.2063583815,CALL
solver_policy,a2fc180e8fb4072be4872743335422afcad96ed1,synthetic:103,RIVER,RIVER,train,SB,2.2,0.9,49.7,0.0,1.0,1.0,3.0,0.9,0.4316666667,1.6709677422,0.7709677422,CALL
solver_policy,ba8ddb034693e6d819164d101e86e692dc95cccd,synthetic:104,RIVER,RIVER,train,BTN,0.9,0.1,49.7,0.0,1.0,1.0,3.0,0.1,0.2006666667,0.2259382819,0.1259382819,RAISE
solver_policy,17aed068519308aca21d37037503bce9cd92bb89,synthetic:105,RIVER,RIVER,train,MP,5.0,0.0,49.8,1.0,0.0,1.0,2.0,2.5,0.5133333333,5.273972602,5.273972602,NO_INVEST
solver_policy,55680a6e3600be8c71a930b8b50a07023f792bbd,synthetic:106,PREFLOP,PREFLOP,train,MP,5.0,0.0,49.6,1.0,0.0,1.0,4.0,2.5,0.0503333333,0.2650052648,0.2650052648,NO_INVEST
solver_policy,d9b44275479754d555f59a7150a042bbbe3a3752,synthetic:107,RIVER,RIVER,train,MP,3.6,0.0,49.8,1.0,0.0,1.0,2.0,1.8,0.2533333333,1.2214285712,1.2214285712,NO_INVEST
solver_policy,01d20e03f0dda2f1d6799247da2db38a70269bfd,synthetic:108,TURN,TURN,train,BB,3.2,1.1,49.8,0.0,1.0,1.0,2.0,1.1,0.416,2.2794520548,1.1794520548,RAISE
solver_policy,c968e229965abb737a442c651151b5d68780d460,synthetic:109,PREFLOP,PREFLOP,train,MP,1.9,0.5,49.7,0.0,1.0,1.0,3.0,0.5,0.5033333333,1.9255033554,1.4255033554,RAISE
solver_policy,7aef51321c0656e2013821aa37994acb22a04123,synthetic:110,RIVER,RIVER,validation,SB,1.3,0.5,49.8,0.0,1.0,1.0,2.0,0.5,0.3933333333,0.8428571427,0.3428571427,CALL
solver_policy,0c49bce4f06b88e8f64f4f4d7af5e646edad024b,synthetic:111,FLOP,FLOP,train,MP,4.6,0.7,49.9,0.0,1.0,1.0,1.0,0.7,0.6733333333,9.4816326516,8.7816326516,RAISE
solver_policy,7425392aa1a2285f612f3b87bfa01b29a8fbe27b,synthetic:112,PREFLOP,PREFLOP,train,MP,5.0,0.6,49.8,0.0,1.0,1.0,2.0,0.6,0.3656666667,2.8822911197,2.2822911197,RAISE
solver_policy,fbfe2853fccafce057194b394942f73221ba54a6,synthetic:113,RIVER,RIVER,train,BB,3.5,0.1,49.6,0.0,1.0,1.0,4.0,0.1,0.4423333333,2.7761506272,2.6761506272,RAISE
solver_policy,a071d3efaf4cb3409484696ac6c99cfe3cf2c87c,synthetic:114,TURN,TURN,train,CO,3.4,0.0,49.7,1.0,0.0,1.0,3.0,1.7,0.265,1.2258503401,1.2258503401,NO_INVEST
solver_policy,dc2918b1c981ad119cdb72061a5fffb2c8cb01de,synthetic:115,TURN,TURN,train,CO,2.0,0.5,49.7,0.0,1.0,1.0,3.0,0.5,0.354,1.0959752322,0.5959752322,RAISE
solver_policy,1f3c80881028e1c6a12e1d00c09e8e25ff34a2fe,synthetic:116,FLOP,FLOP,train,UTG,4.2,0.0,49.7,1.0,0.0,1.0,3.0,2.1,0.1983333333,1.0390852389,1.0390852389,NO_INVEST
solver_policy,0b789b3ff57f80bc4d44b13914ba64e5f84289d5,synthetic:117,PREFLOP,PREFLOP,train,UTG,1.0,0.3,49.9,0.0,1.0,1.0,1.0,0.3,0.465,0.8691588785,0.5691588785,RAISE
solver_policy,1935a9b85bf7d2199362b5a6a89487e9be00940a,synthetic:118,TURN,TURN,train,MP,2.3,0.0,49.8,1.0,0.0,1.0,2.0,1.15,0.36,1.29375,1.29375,NO_INVEST
solver_policy,6b87ebe9a9940475aca6080b421edd3fe2b79c86,synthetic:119,FLOP,FLOP,train,BTN,3.4,0.0,49.7,1.0,0.0,1.0,3.0,1.7,0.4083333333,2.3464788729,2.3464788729,NO_INVEST
solver_policy,a5271b2fa0fe3d9cb6d5d9081d5f2a808e9da50a,synthetic:120,TURN,TURN,train,SB,4.0,1.0,49.6,0.0,1.0,1.0,4.0,1.0,0.258,1.3908355795,0.3908355795,RAISE
